,V1,V2
1347,326,4078
1348,326,1253
1349,326,933
1350,326,1978
1351,326,1186
1352,326,1920
1353,326,1738
1354,327,327
1355,327,4137
1356,327,2646
1357,327,1880
1358,327,4410
1359,327,484
1360,327,2606
1361,327,2436
1362,328,328
1363,328,2493
1364,328,3193
1365,328,1207
1366,328,3375
1367,328,1119
1368,329,329
1369,329,79
1370,329,313
1371,329,869
1372,329,1489
1373,329,3368
1374,329,145
1375,330,330
1376,330,2067
1377,330,1055
1378,330,1129
1379,330,1152
1380,331,331
1381,331,1391
1382,331,3293
1383,331,1615
1384,332,332
1385,332,3997
1386,332,2496
1387,332,1812
1388,333,333
1389,333,3602
1390,333,3787
1391,334,334
1392,334,3172
1393,334,1752
1394,334,2262
1395,334,2099
1396,335,335
1397,335,1281
1398,336,336
1399,336,1905
1400,336,3486
1401,336,1741
1402,336,3529
1403,336,712
1404,337,337
1405,337,2837
1406,337,2167
1407,337,88
1408,337,2459
1409,337,3698
1410,338,338
1411,338,1810
1412,339,339
1413,340,340
1414,340,1235
1415,340,4519
1416,340,3543
1417,341,341
1418,341,25
1419,342,342
1420,342,3569
1421,342,3901
1422,343,343
1423,343,1801
1424,343,46
1425,343,4234
1426,343,3741
1427,344,344
1428,344,3332
1429,344,1245
1430,344,1329
1431,344,2292
1432,344,182
1433,345,345
1434,345,3683
1435,345,776
1436,345,2426
1437,345,979
1438,346,346
1439,346,2446
1440,347,347
1441,348,348
1442,348,2577
1443,348,4505
1444,348,260
1445,348,81
1446,348,3852
1447,349,349
1448,350,350
1449,350,2383
1450,350,1548
1451,350,165
1452,350,607
1453,350,3182
1454,351,351
1455,352,352
1456,352,2359
1457,352,947
1458,353,353
1459,354,354
1460,354,92
1461,355,355
1462,355,1874
1463,356,356
1464,356,187
1465,356,1440
1466,356,4325
1467,357,357
1468,357,1386
1469,358,358
1470,358,1529
1471,358,3405
1472,359,359
1473,359,3625
1474,360,360
1475,360,1666
1476,360,504
1477,360,4588
1478,360,1868
1479,360,3913
1480,360,3704
1481,361,361
1482,361,153
1483,361,1132
1484,361,4344
1485,362,362
1486,363,363
1487,363,882
1488,363,3157
1489,364,364
1490,364,4235
1491,364,2465
1492,364,2612
1493,364,4089
1494,365,365
1495,365,368
1496,365,787
1497,366,366
1498,366,3540
1499,367,367
1500,367,2702
1501,368,368
1502,368,499
1503,368,3160
1504,368,2882
1505,368,484
1506,368,2407
1507,368,365
1508,369,369
1509,369,1345
1510,369,2472
1511,369,2659
1512,369,1239
1513,369,3702
1514,369,1947
1515,370,370
1516,370,1735
1517,370,2107
1518,370,3219
1519,371,371
1520,371,3615
1521,371,606
1522,371,3862
1523,371,2798
1524,371,4322
1525,371,2049
1526,371,221
1527,372,372
1528,372,2913
1529,372,1397
1530,372,3191
1531,373,373
1532,373,576
1533,373,765
1534,373,2629
1535,373,657
1536,374,374
1537,375,375
1538,375,1204
1539,375,4587
1540,376,376
1541,376,3282
1542,376,3330
1543,376,2134
1544,376,2508
1545,376,2680
1546,376,535
1547,376,4397
1548,376,4057
1549,376,1570
1550,377,377
1551,377,3765
1552,377,878
1553,377,4209
1554,378,378
1555,378,1804
1556,378,4441
1557,379,379
1558,379,4413
1559,379,2811
1560,380,380
1561,380,2655
1562,380,1331
1563,380,845
1564,380,3826
1565,380,612
1566,380,1672
1567,380,1811
1568,380,3198
1569,381,381
1570,381,3836
1571,381,2432
1572,381,699
1573,381,919
1574,381,3067
1575,382,382
1576,382,3073
1577,382,188
1578,382,3634
1579,382,1019
1580,382,4538
1581,382,2506
1582,382,2195
1583,382,3734
1584,383,383
1585,384,384
1586,384,966
1587,385,385
1588,385,2452
1589,385,4560
1590,386,386
1591,386,2601
1592,386,2014
1593,387,387
1594,388,388
1595,389,389
1596,389,3962
1597,389,4146
1598,389,706
1599,389,2330
1600,389,270
1601,389,2191
1602,390,390
1603,390,2487
1604,390,3025
1605,390,4022
1606,390,3641
1607,390,4263
1608,390,167
1609,390,3167
1610,390,105
1611,391,391
1612,391,1033
1613,391,2721
1614,391,2516
1615,391,3047
1616,392,392
1617,392,3556
1618,392,2113
1619,392,1016
1620,393,393
1621,393,808
1622,393,1745
1623,394,394
1624,394,2468
1625,394,90
1626,394,793
1627,395,395
1628,395,1787
1629,395,1453
1630,395,4168
1631,395,1020
1632,395,1291
1633,395,4004
1634,395,4104
1635,395,196
1636,396,396
1637,396,2249
1638,396,2736
1639,396,4578
1640,396,1161
1641,396,3237
1642,397,397
1643,397,1090
1644,397,1635
1645,398,398
1646,398,1094
1647,398,1448
1648,398,573
1649,399,399
1650,399,3640
1651,399,2868
1652,400,400
1653,400,507
1654,400,3026
1655,401,401
1656,401,2908
1657,401,2304
1658,401,2856
1659,401,2552
1660,401,2520
1661,402,402
1662,403,403
1663,404,404
1664,404,443
1665,405,405
1666,405,1633
1667,405,1549
1668,405,2812
1669,405,520
1670,405,1407
1671,405,1164
1672,405,3032
1673,406,406
1674,406,1722
1675,406,4053
1676,407,407
1677,407,3397
1678,407,2521
1679,407,710
1680,407,110
1681,407,1387
1682,407,4253
1683,407,2335
1684,407,2387
1685,407,4223
1686,408,408
1687,408,810
1688,408,831
1689,408,2228
1690,408,3643
1691,409,409
1692,409,4531
1693,409,2299
1694,410,410
1695,410,879
1696,410,4195
1697,410,3699
1698,410,4143
1699,410,3371
1700,410,3281
1701,410,3312
1702,411,411
1703,412,412
1704,412,3831
1705,412,834
1706,412,1608
1707,412,2340
1708,412,1157
1709,413,413
1710,413,4517
1711,413,949
1712,414,414
1713,414,1524
1714,414,2766
1715,414,3953
1716,414,957
1717,415,415
1718,415,4211
1719,415,1995
1720,415,2713
1721,415,2528
1722,415,228
1723,415,2267
1724,415,4355
1725,416,416
1726,417,417
1727,417,2369
1728,417,1310
1729,417,2972
1730,417,3763
1731,418,418
1732,418,1163
1733,418,3795
1734,418,994
1735,418,4377
1736,419,419
1737,420,420
1738,420,577
1739,420,1467
1740,420,3320
1741,420,4556
1742,420,4080
1743,420,4365
1744,420,2803
1745,420,1850
1746,420,2880
1747,421,421
1748,421,1145
1749,421,3778
1750,422,422
1751,422,4231
1752,422,1365
1753,422,2566
1754,422,599
1755,422,3082
1756,422,1053
1757,423,423
1758,423,1649
1759,423,926
1760,423,3835
1761,423,2866
1762,423,4294
1763,424,424
1764,424,1096
1765,424,1270
1766,424,1659
1767,424,2235
1768,424,659
1769,424,3088
1770,425,425
1771,425,4171
1772,425,3261
1773,425,1926
1774,426,426
1775,427,427
1776,427,2607
1777,427,28
1778,427,681
1779,427,1039
1780,428,428
1781,429,429
1782,429,774
1783,429,743
1784,429,4415
1785,429,787
1786,429,4305
1787,429,4515
1788,429,4620
1789,429,2497
1790,429,734
1791,430,430
1792,430,3820
1793,430,2270
